date,z_fx,y10_spread,country,z_fx_hat,res_2nd
2020-07-15,-0.15054713873564476,5.002,MXN,0.04255626492679285,-0.1931034036624376
2020-07-17,-0.16842248553027883,5.1450000000000005,MXN,0.07012026154071291,-0.23854274707099174
2020-07-20,-0.15224570365421566,5.207,MXN,0.08207108524744738,-0.23431678890166305
2020-07-21,-0.2281520024353525,5.193,MXN,0.07937251215237823,-0.3075245145877307
2020-07-22,-0.08038019289099613,5.127,MXN,0.06665066756133828,-0.1470308604523344
2020-07-23,0.08763619831102173,5.167000000000001,MXN,0.074360876404393,0.01327532190662874
2020-07-24,0.06426734074304222,5.15,MXN,0.07108403764609475,-0.006816696903052526
2020-07-27,0.003943386754416509,5.085,MXN,0.05855494827613105,-0.05461156152171454
2020-07-28,-0.12764974472104892,5.1,MXN,0.061446276592276416,-0.18909602131332534
2020-07-29,-0.1845346674780548,5.1080000000000005,MXN,0.0629883183608875,-0.2475229858389423
2020-07-30,0.10328263504331787,5.134,MXN,0.06799995410887294,0.03528268093444494
2020-07-31,0.16673022197427642,5.184,MXN,0.07763771516269105,0.08909250681158537
2020-08-03,0.08617869162926597,5.175,MXN,0.07590291817300374,0.010275773456262242
2020-08-04,0.18975063491494756,5.228,MXN,0.08611894489005098,0.10363169002489658
2020-08-05,0.27921356427292576,5.169,MXN,0.0747463868465455,0.20446717742638026
2020-08-06,0.1751984426346344,5.167,MXN,0.07436087640439279,0.10083756623024162
2020-08-07,0.2439255706999071,5.159000000000001,MXN,0.07281883463578206,0.17110673606412505
2020-08-10,0.11805777693385525,5.176,MXN,0.07609567339408016,0.041962103539775086
2020-08-11,0.3725842983648692,5.1419999999999995,MXN,0.06954199587748366,0.30304230248738556
2020-08-12,0.33041295215917005,5.092,MXN,0.05990423482366547,0.2705087173355046
2020-08-13,0.3695722689073402,5.034000000000001,MXN,0.048724432001236606,0.3208478369061036
2020-08-14,0.28282109721768006,4.993,MXN,0.04082146793710564,0.24199962928057442
2020-08-17,-0.015269998022942462,5.048,MXN,0.051423005096305624,-0.06669300311924808
2020-08-18,0.1651615332991718,5.067,MXN,0.05508535429675651,0.11007617900241529
2020-08-19,0.3478782878102436,5.037999999999999,MXN,0.0494954528855418,0.2983828349247018
2020-08-20,0.22730411181952287,5.29,MXN,0.09806976859678557,0.1292343432227373
2020-08-21,0.14752348698238749,5.3500000000000005,MXN,0.10963508186136747,0.03788840512102002
2020-08-24,0.12579686795142545,5.358,MXN,0.11117712362997823,0.014619744321447227
2020-08-25,0.0336271263069909,5.342,MXN,0.1080930400927564,-0.0744659137857655
2020-08-26,-0.07818776259767547,5.449,MXN,0.12871784874792735,-0.2069056113456028
2020-08-27,0.10553422341509384,5.3549999999999995,MXN,0.11059885796674912,-0.005064634551655272
2020-08-28,0.22254557166608832,5.346,MXN,0.10886406097706192,0.1136815106890264
2020-08-31,0.1119415565899516,5.359,MXN,0.11136987885105465,5.716777388969554e-4
2020-09-01,0.10303519540351937,5.372,MXN,0.11387569672504735,-0.010840501321527987
2020-09-02,-0.051540342870059055,5.386,MXN,0.1165742698201165,-0.16811461269017555
2020-09-03,-0.12287316886833938,5.367,MXN,0.11291192061966554,-0.23578508948800492
2020-09-04,-0.04573262841645411,5.287999999999999,MXN,0.09768425815463272,-0.14341688657108684
2020-09-07,-0.09691702186779545,5.282,MXN,0.09652772682817466,-0.19344474869597011
2020-09-08,0.0901486780481061,5.331,MXN,0.10597273266091656,-0.015824054612810452
2020-09-09,-0.18596780073204366,5.281,MXN,0.0963349716070982,-0.28230277233914186
2020-09-10,-0.2783030660749341,5.285,MXN,0.09710599249140373,-0.37540905856633783
2020-09-11,-0.2820274832773102,5.269,MXN,0.09402190895418189,-0.3760493922314921
2020-09-14,-0.46918875549992206,5.226999999999999,MXN,0.08592618966897453,-0.5551149451688966
2020-09-15,-0.6148398080453135,5.179,MXN,0.07667393905730935,-0.6915137471026228
2020-09-16,-0.5899988133139106,5.160500000000001,MXN,0.07310796746739678,-0.6631067807813074
2020-09-17,-0.6675687602405544,5.1690000000000005,MXN,0.07474638684654578,-0.7423151470871002
2020-09-21,-0.23722417994331185,5.263,MXN,0.09286537762772373,-0.3300895575710356
2020-09-22,-0.4499906251908943,5.257000000000001,MXN,0.09170884630126563,-0.5416994714921599
2020-09-23,0.04848943302308373,5.297,MXN,0.09941905514432006,-0.05092962212123633
2020-09-24,0.05263633859502578,5.2509999999999994,MXN,0.09055231497480729,-0.0379159763797815
2020-09-25,-0.09252713768125308,5.279,MXN,0.09594946116494556,-0.18847659884619863
2020-09-28,-0.24953821779375637,5.335,MXN,0.10674375354522189,-0.35628197133897826
2020-09-29,-0.1694228057578626,5.436,MXN,0.1262120308739346,-0.2956348366317972
2020-09-30,-0.12212878910671955,5.426,MXN,0.12428447866317106,-0.24641326776989061
2020-10-01,-0.29769698122553895,5.439,MXN,0.12679029653716373,-0.4244872777627027
2020-10-02,-0.15813772535707968,5.45,MXN,0.1289106039690037,-0.2870483293260834
2020-10-05,-0.5261001349088287,5.391,MXN,0.11753804592549844,-0.6436381808343271
2020-10-06,-0.4996942395947201,5.446000000000001,MXN,0.12813958308469836,-0.6278338226794185
