date,country,serie,z_score
2022-02-25,COP,FX,-0.3615447415527331
2022-02-28,COP,FX,-0.5674862678648704
2022-03-01,COP,FX,-0.5358817269619368
2022-03-02,COP,FX,-0.34177833740928865
2022-03-03,COP,FX,-0.8578796934393339
2022-03-04,COP,FX,-1.7152123286767154
2022-03-07,COP,FX,-1.7811973159455348
2022-03-08,COP,FX,-1.8445661194568466
2022-03-09,COP,FX,-1.6045491128705534
2022-03-10,COP,FX,-1.8944473009318796
2022-03-11,COP,FX,-1.818517794893
2022-03-14,COP,FX,-1.7841791202035102
2022-03-15,COP,FX,-1.7883184896854185
2022-03-16,COP,FX,-1.2515637715484955
2022-03-17,COP,FX,-0.8842666735699097
2022-03-18,COP,FX,-0.8529319386496996
2022-03-21,COP,FX,-0.4990507022357638
2022-03-22,COP,FX,-0.27525939091958745
2022-03-23,COP,FX,-0.7195467123849751
2022-03-24,COP,FX,-0.6125915360642852
2022-03-25,COP,FX,-0.1890079629817639
2022-03-28,COP,FX,-0.4934765214205364
2022-03-29,COP,FX,-0.29923940362289664
2022-03-30,COP,FX,-0.40511779182962315
2022-03-31,COP,FX,-0.8225590375978936
2022-04-01,COP,FX,-0.703800364356418
2022-04-04,COP,FX,-0.42721318503663386
2022-04-05,COP,FX,-0.8683730959494176
2022-04-06,COP,FX,-1.2076129309093881
2022-04-07,COP,FX,-1.0859435415688283
2022-04-08,COP,FX,-1.00240068309532
2022-04-11,COP,FX,-1.052512816302622
2022-04-12,COP,FX,-1.208310018437143
2022-04-13,COP,FX,-1.0695682934187023
2022-04-14,COP,FX,-1.0346466235445058
2022-04-18,COP,FX,-1.020565951882773
2022-04-19,COP,FX,-1.1334114601761367
2022-04-20,COP,FX,-1.1835893109395428
2022-04-21,COP,FX,-1.1814182838261722
2022-04-22,COP,FX,-1.40640750021069
2022-04-25,COP,FX,-1.4044468568491861
2022-04-26,COP,FX,-0.6910879479552018
2022-04-27,COP,FX,-0.7441631674264237
2022-04-28,COP,FX,-0.7069049459042458
2022-04-29,COP,FX,-0.33070482763433445
2022-05-02,COP,FX,-0.5459567248262758
2022-05-03,COP,FX,-0.44061749538261946
2022-05-04,COP,FX,-0.08153363832290944
2022-05-05,COP,FX,0.04053560124512517
2022-05-06,COP,FX,0.0861002007146074
2022-05-09,COP,FX,-0.8309977570910919
2022-05-10,COP,FX,-0.7520521482754627
2022-05-11,COP,FX,-1.032218988938437
2022-05-12,COP,FX,-1.350679744305029
2022-05-13,COP,FX,-0.6808385029285722
2022-05-16,COP,FX,-0.7338578296168274
2022-05-17,COP,FX,-0.5491645088070802
2022-05-18,COP,FX,-1.298831016005051
2022-05-19,COP,FX,-1.1948384638327274
2022-05-20,COP,FX,-1.355822306103481
2022-05-23,COP,FX,-1.54048421955859
2022-05-24,COP,FX,-1.9373833250312058
2022-05-25,COP,FX,-1.8091980654272857
2022-05-26,COP,FX,-1.392750208291095
2022-05-27,COP,FX,-1.2804417750101849
2022-05-30,COP,FX,-1.37309283608258
2022-05-31,COP,FX,-1.4909043268415403
2022-06-01,COP,FX,-2.34375364337388
2022-06-02,COP,FX,-1.9107697310532648
2022-06-03,COP,FX,-2.186163710765876
2022-06-06,COP,FX,-2.1592105604822067
2022-06-07,COP,FX,-2.0893893137153565
2022-06-08,COP,FX,-2.1388393705827804
2022-06-09,COP,FX,-2.476469225853998
2022-06-10,COP,FX,-2.48305177616064
