date,fitted_clp_oos,res_fx_oos,z_fx_oos,n_train_fx,clp,y10_clp_oos,fitted_y10_clp_oos,res_y10_oos,z_y10_oos,n_train_y10,stress_market_oos,stress_market_oos_30d,regime_oos
2019-01-03,641.7156109292926,0.08276929532751875,3.7887139906559835,1550,697.09,4.41058823529412,4.633643084122891,-0.22305484882877114,-1.106627266078216,1550,1.3410433622888838,0.8489046225598946,Estrés moderado
2019-01-10,647.040741374234,0.046870760308699744,2.121396825517046,1555,678.09,4.46090909090909,4.568691423433727,-0.10778233252463654,-0.5350975215491091,1555,0.7931496519839685,0.8678433490024363,Estrés moderado
2019-01-17,649.5439270166656,0.035073594565723454,1.5793334865542237,1560,672.73,4.55,4.539225551137683,0.01077444886231671,0.053556594354961067,1560,0.8164450404545923,0.8734458622489054,Estrés moderado
2019-01-24,649.0044929012297,0.035428634037476314,1.5915750933061965,1565,672.41,4.52662650602409,4.520141796453405,0.006484709570684366,0.03228164557004529,1565,0.8119283694381209,0.9150098016556104,Estrés moderado
2019-01-31,645.4637083968761,0.03246117483677846,1.4542840101441488,1570,666.76,4.48119230769232,4.482274064454693,-0.0010817567623728763,-0.005393417556763491,1570,0.7244452962936926,0.8624331015635236,Estrés moderado
2019-02-07,643.8002762439145,0.015565886619181235,0.6974597909980932,1575,653.9,4.46154761904762,4.463456938821569,-0.0019093197739490364,-0.00953406345355193,1575,0.34396286377227064,0.8051624307052547,Estrés moderado
2019-02-14,649.3429920075328,0.0187000735308116,0.8382279058580382,1580,661.6,4.36538461538462,4.3896767100748555,-0.02429209469023519,-0.12148263597523797,1580,0.3583726349414001,0.6413839761473408,Condiciones neutrales
2019-02-21,637.3287985434745,0.02661645289882575,1.1921945018277944,1585,654.52,4.36094488188977,4.44517321179643,-0.08422832990665974,-0.4218631399914965,1585,0.38516568091814896,0.5733866476363709,Condiciones neutrales
2019-02-28,630.7430385988168,0.029950727635972285,1.3405029705273677,1590,649.92,4.38,4.445344953219962,-0.06534495321996214,-0.32776172802053216,1590,0.5063706212534178,0.5217075777695085,Condiciones neutrales
2019-03-07,629.6247560045997,0.04468863282207636,1.9946483854592094,1595,658.4,4.3339866549605,4.422605125448587,-0.08861847048808702,-0.4451712360624658,1595,0.7747385746983718,0.515509278646217,Condiciones neutrales
2019-03-14,634.1573342520562,0.048511989661020216,2.1524130721775845,1600,665.68,4.242,4.367299801630086,-0.12529980163008592,-0.6301064241000988,1600,0.7611533240387429,0.5216272832703921,Condiciones neutrales
2019-03-21,635.0839473507801,0.04772765598010231,2.102879790343684,1605,666.13,4.17452054794521,4.298359609121178,-0.12383906117596766,-0.623467614552593,1605,0.7397060878955455,0.5875844872909378,Condiciones neutrales
2019-03-28,640.9363057340081,0.06463301789753828,2.8267711935365143,1610,683.73,4.12,4.264084853707367,-0.14408485370736646,-0.7260594908439967,1610,1.0503558513462588,0.7029150233584143,Condiciones neutrales
2019-04-04,636.3308648904749,0.047895637952346526,2.0747012055230964,1615,667.55,4.15714285714286,4.249889937119189,-0.0927470799763288,-0.467847765250922,1615,0.8034267201360872,0.7726251965614039,Estrés moderado
2019-04-11,636.7609518706507,0.04026000590387646,1.7366727177056218,1620,662.92,4.085,4.240461924498469,-0.15546192449846874,-0.7846939057225548,1620,0.4759894059915335,0.7675616606844233,Estrés moderado
2019-04-18,636.868177526227,0.036404151915496286,1.565480908294392,1625,660.48,4.09702378416755,4.255946804906472,-0.15892302073892228,-0.8026861542712275,1625,0.3813973770115822,0.7020047944032917,Condiciones neutrales
